# x_m,y_m,w_tr_right_m,w_tr_left_m
66.32530299385577,-387.8727258301737,4.939548493927885,5.180756387370367
66.01166696642473,-390.8552021811965,4.939368993628911,5.178877803644928
65.69815055032456,-393.8376886053728,4.93984294068055,5.17658163386455
65.38475624644886,-396.82018522166646,4.940473379348385,5.174159386234452
65.07148655569122,-399.80269214904143,4.942026190577004,5.17156433984548
64.7583439789452,-402.7852095064613,4.943833838501913,5.168832353584032
64.44533101710441,-405.7677374128899,4.945816096115039,5.166069996437508
64.13245017106237,-408.7502759872912,4.94819450367132,5.163770782496349
63.81970394171271,-411.7328253486288,4.950717053015145,5.161355993910221
63.50709482994898,-414.71538561586664,4.953295246095263,5.159161202021322
63.19462533666477,-417.6979569079685,4.955843644064261,5.157860537212501
62.88229796275364,-420.6805393438983,4.958521696315142,5.156417622011154
62.570115209109176,-423.66313304261934,4.961109396298506,5.155416926301155
62.25807957662496,-426.64573812309607,4.963293380530426,5.155649037996301
61.94619356619456,-429.628354704292,4.965626685895891,5.15573152615708
61.634459678711565,-432.6109829051708,4.967885556408523,5.1559259954762995
61.32288041506953,-435.5936228446965,4.969682157088741,5.156954441884715
61.01145827616205,-438.5762746418328,4.971589912323675,5.157832831029468
60.700195762882714,-441.5589384155434,4.9737259101762135,5.158598510608787
60.389095376125056,-444.5416142847925,4.975141551249221,5.159772218376615
60.078159616782685,-447.52430236854326,4.976337526539457,5.1608231657657795
59.767390985749195,-450.50700278576,4.977848950534377,5.161707215758024
59.45679198391813,-453.4897156554065,4.978834237734154,5.162499972981156
59.146365112183055,-456.47244109644623,4.979639552991695,5.163147793443332
58.83611287143758,-459.4551792278432,4.9806199348651,5.16362105449847
58.526037762575285,-462.43793016856125,4.981208478164893,5.16373482476192
58.21614228648971,-465.42069403756426,4.981254545400495,5.163438120113023
57.90642894407444,-468.4034709538156,4.981482880384808,5.162959244583441
57.596900236223085,-471.3862610362796,4.981774808161143,5.162301384546208
57.287558663829216,-474.3690644039197,4.981674821876895,5.161492189097691
56.97840672778637,-477.35188117569993,4.9817447639627925,5.160492853393958
56.66944692898818,-480.3347114705839,4.981991327354901,5.1593011954231764
56.36068176832816,-483.3175554075356,4.98230257462415,5.158347616732971
56.05211374669993,-486.30041310551866,4.982763990839369,5.157276703444147
55.743745364997054,-489.283284683497,4.983425932550356,5.156005810884796
55.435579124113126,-492.2661702604345,4.984480786469485,5.155058488330303
55.12761752494171,-495.2490699552947,4.985902785436478,5.154350125864482
54.81986306837634,-498.2319838870415,4.987532171461818,5.153434563775555
54.51231825531069,-501.214912174639,4.9895882629492965,5.152660555228865
54.20498558663824,-504.19785493705047,4.99252830945531,5.152756547546146
53.89786756325262,-507.1808122932401,4.995686111979963,5.152642163988917
53.59096668604737,-510.1637843621716,4.9990783907860585,5.152328609116632
53.28428545591613,-513.1467712628087,5.003141356686358,5.152224023865492
52.977826373752414,-516.1297731141153,5.0074755835709395,5.151945138413862
52.67159194044984,-519.1127900350552,5.012035211592764,5.151417162940988
52.36558465690195,-522.0958221445921,5.016914970041504,5.1503526191309
52.059807024002346,-525.07886956169,5.022064220478039,5.148885282614025
51.75426154264458,-528.0619324053123,5.027445867083482,5.147184726734502
51.44895071372226,-531.0450107944233,5.032904841017794,5.144289068746406
51.14387703812893,-534.0281048479865,5.038493460684131,5.140492623818154
50.83904301675823,-537.0112146849657,5.0443217439135815,5.136455075525918
50.53445031385783,-539.9943403783981,5.049862633735865,5.130083836459986
50.230076097855736,-542.9774806566488,5.055365050184873,5.122459925008197
49.92586970999817,-545.9606327205405,5.06102574271682,5.114315376725369
49.62177898521541,-548.9437936882072,5.066751411772777,5.104251013492679
49.31775175843775,-551.9269606777837,5.072531311134451,5.093769684854711
49.01373586459548,-554.9101308074044,5.078758277048548,5.082465520143274
48.70967913861894,-557.8933011952041,5.085344828225657,5.070446971811383
48.405529415438366,-560.8764689593177,5.0921363173776335,5.058438470505444
48.10123452998405,-563.8596312178789,5.1002887838672875,5.046357728693638
47.79674231718633,-566.8427850890232,5.108281863767642,5.034457127618531
47.492000611975456,-569.8259276908847,5.118336335257002,5.02368630165347
47.186957249281726,-572.8090561415979,5.1284809772459825,5.013369380192023
46.88156006403548,-575.7921675592977,5.138833086640601,5.003995935764084
46.575756891166954,-578.7752590621183,5.1491907877722065,4.995467854467513
46.26949556560648,-581.7583277681947,5.1588496651171365,4.987678003306752
45.962723922284326,-584.7413707956613,5.167506009300803,4.981119922685058
45.65538979613078,-587.7243852626526,5.175243403988817,4.975196790459081
45.34744102207616,-590.7073682873031,5.180523449477915,4.970752252317679
45.03882543505075,-593.6903169877476,5.184601510243749,4.967061916690184
44.72949086998481,-596.6732284821205,5.185352006108744,4.96478314590279
44.41938516180868,-599.6560998885567,5.183868614736082,4.963584845818668
44.10845614545264,-602.6389283251905,5.180252525905127,4.96365416824472
43.79665165584698,-605.6217109101565,5.173856943376286,4.965266886216039
43.48391952792197,-608.6044447615892,5.166059125949778,4.967934337683839
43.17020759660794,-611.5871269976234,5.155816291147815,4.972686828672175
42.85546369683516,-614.5697547363935,5.144228569780351,4.978472381397887
42.53963566353392,-617.5523250960341,5.130840547423348,4.986398457371765
42.22267133163453,-620.5348351946799,5.11602412850083,4.995733588844862
41.904518536067265,-623.5172821504656,5.099991344289152,5.006923979289718
41.58512511176244,-626.4996630815252,5.08268776425375,5.0200965243974185
41.26443889365033,-629.481975105994,5.064131473481864,5.034665342383559
40.94240771666122,-632.4642153420061,5.044491429459577,5.051256381201335
40.61897941572544,-635.4463809076963,5.023454073892092,5.069245139787902
40.294101825773225,-638.4284689211992,5.001490435635835,5.088792311346302
39.96772278173494,-641.4104765006491,4.978175697816451,5.109872371663003
39.63982075953497,-644.3924024024792,4.953752023933069,5.132293144841238
39.31054838989568,-647.3742546947493,4.928561019569097,5.1558224546832365
38.98011975070651,-650.3560447309488,4.902260112050866,5.180315808022026
38.648748989496426,-653.3377838682889,4.876367035573711,5.205026376818105
38.31665025379439,-656.3194834639819,4.849745586719835,5.230315495188187
37.9840376911294,-659.3011548752401,4.823230240194652,5.255478357399946
37.6511254490304,-662.2828094592751,4.7967304309719205,5.280625818038163
37.31812767502637,-665.2644585732995,4.770292806184788,5.305602299151852
36.98525851664628,-668.2461135745248,4.7443455865316215,5.329849058377004
36.652732121419085,-671.2277858201633,4.718742089697989,5.35366077409322
36.3207626368738,-674.2094866674269,4.693719705387535,5.37641943633024
35.98956421053936,-677.1912274735275,4.669470937947699,5.39826178376456
35.65935098994474,-680.1730195956774,4.645981296665991,5.418763373500288
35.33033712261892,-683.1548743910889,4.623504059629501,5.437783552551464
35.002736756090854,-686.1368032169734,4.602493756769412,5.455339816938129
34.676764037889534,-689.1188174305433,4.583363144634052,5.471047197696103
34.35263311554392,-692.1009283890105,4.566074949786211,5.484912319901439
34.03055813658298,-695.0831474495874,4.551781410246911,5.496821500508721
33.7107532485357,-698.0654859694854,4.539926546724153,5.506476679394427
33.393432598931035,-701.0479553059172,4.531790827786882,5.513986711052519
33.078810335297966,-704.0305668160944,4.527153510674575,5.5189982694637045
32.767100605165446,-707.0133318572291,4.527069561638527,5.5216599319532715
32.45851755606247,-709.9962617865334,4.531781644524016,5.521728219561708
32.15327533551799,-712.9793679612194,4.541055178699127,5.519052724175036
31.851588091060982,-715.9626617384987,4.554845070523051,5.513214171204443
31.55366997022043,-718.9461544755841,4.572876605517731,5.504202844720132
31.25973512052529,-721.9298575296871,4.594832266604488,5.491411540427444
30.969997689504535,-724.9137822580195,4.620166867500397,5.474835583367033
30.684671824687136,-727.8979400177942,4.648569209151937,5.4538763124100225
30.403971673602072,-730.8823421662225,4.67968903925653,5.428340766629793
30.128111383778304,-733.8670000605168,4.714342796726525,5.398072705589099
29.857305102744814,-736.8519250578889,4.753409609535137,5.3628168229108795
29.591766978030556,-739.8371285155511,4.797339944583511,5.322472367172009
29.331711157164513,-742.8226217907148,4.846935236622708,5.2767598602883785
29.07735178767565,-745.8084162405928,4.902699851556849,5.225535873367669
28.82890301709295,-748.7945232223972,4.965724850446439,5.168675666652758
28.586561301005247,-751.7809530876825,5.035596969767357,5.1058264020213535
28.349779144393665,-754.7676738998899,5.11233443548509,5.037371490362865
28.1170088178006,-757.754596866495,5.1934829915932905,4.964721518817892
27.886632230981117,-760.741629195481,5.277649136156275,4.889353756376551
27.65703129369031,-763.7286780948309,5.362872172026697,4.812598988682172
27.426587915683275,-766.7156507725279,5.447346412470444,4.736053644646637
27.19368400671509,-769.7024544365559,5.52928757165063,4.660910899189398
26.956701476540847,-772.6889962948969,5.60707486841924,4.588984461608103
26.714022234915618,-775.675183555535,5.679108119363055,4.53004196675532
26.464028191594505,-778.6609234264527,5.743791324780385,4.524657443064525
26.205101256332576,-781.6461231156336,5.799527854813736,4.505374821868894
25.93562333888494,-784.6306898310605,5.844729337789146,4.464120892871376
25.65397634900667,-787.6145307807171,5.877423816378592,4.434985753547496
25.358542196452845,-790.5975531725862,5.894438830591737,4.419852558396394
25.04770279097857,-793.5796642146511,5.892713026512699,4.420430635717877
24.71984004233891,-796.5607711148947,5.869962603055883,4.43842090837077
24.373335860288968,-799.5407810813005,5.8229013374936915,4.476021753485932
24.00657215458382,-802.5196013218518,5.749575169193221,4.534607682262972
23.61793083497856,-805.4971390445313,5.65399951505828,4.61573825039477
23.205793811228272,-808.4733014573222,5.5401501612725195,4.721423099308712
22.768542993088023,-811.4479957682082,5.4230811719470475,4.854161071656071
22.30456029031293,-814.4211291851718,5.3033535484705645,5.016218987755826
21.812227612658056,-817.3926089161967,5.179377764167215,5.208322501055426
21.289926869878514,-820.3623421692657,5.064603989488279,5.429453697131914
20.735993767155055,-823.3302071269276,4.969057267136417,5.656126427318832
20.14486025687024,-826.2936296577766,4.906842339795594,5.848141888869604
19.504147693609216,-829.2457572539652,4.879592785466511,5.98959082225323
18.800792791353047,-832.1793073205495,4.834105237354181,6.06065078935373
18.02173226408282,-835.0869972625843,4.819076475434211,6.076127940215253
17.153902825779575,-837.961544485126,4.814198547588915,6.046974485914369
16.184241190424412,-840.7956663932292,4.906111652230619,6.018575798478587
15.09968407199836,-843.5820803919504,4.940651967248467,6.013870205146331
13.887173245431432,-846.3135053020175,5.014994787622927,6.036274092212279
12.538562663228843,-848.9840340019636,5.088556112123948,6.111225288649808
11.05979245597749,-851.5916996234233,5.107834946704961,6.2061321484165015
9.459311878436035,-854.1352371622446,5.092801382502279,6.316160550766055
7.7455701853631425,-856.6133816142758,5.1180517432087544,6.43045888647405
5.927016631517603,-859.0248679753649,5.097339925786716,6.525153667449086
4.01210047165802,-861.3684312413607,5.027758409758871,6.604405261575131
2.0092709605432075,-863.6428064081103,4.994027823246966,6.672789220594012
-0.0730226470682429,-865.8467284714627,4.96048533157617,6.70763832033687
-2.2263310964175127,-867.9789324272657,4.99589635042129,6.7345815716512885
-4.443218338347256,-870.0379587162794,5.010068177053829,6.7541765748135045
-6.721198673597828,-872.0213972162583,5.013850210578738,6.75278620706273
-9.059295948250515,-873.9265479430305,4.991503717372823,6.750930448279488
-11.456534374878652,-875.7507108420515,4.922333656178651,6.7509440326011445
-13.911938166055329,-877.4911858587757,4.93729012134794,6.741423624895731
-16.424531534353875,-879.145272938658,4.952427686778193,6.7311494307098485
-18.993338692347372,-880.7102720271539,4.96446107385662,6.72375619316984
-21.6173838526091,-882.1834830697172,4.986976886393682,6.691447685021955
-24.295691227712336,-883.5622060118042,5.015704434627354,6.656416529035827
-27.027285030230168,-884.8437407988689,5.009259801351416,6.6110043883074185
-29.810777820313405,-886.025417011772,4.9934245560732755,6.5684707355173755
-32.641909746190144,-887.1047710201274,4.989553278646033,6.528662285203499
-35.51519715455542,-888.0794272966491,5.025150216525892,6.490799369735445
-38.42515185890084,-888.9470106404029,5.051032449863515,6.461495927174444
-41.36628567271818,-889.7051458504541,5.034770584072144,6.438464874210795
-44.33311040949924,-890.3514577258678,4.968201924282019,6.419104656947958
-47.320137882735594,-890.8835710657098,4.951969482541302,6.399644467236869
-50.32187990591906,-891.2991106690449,4.936706857350588,6.369061179719706
-53.332848292541286,-891.595701334939,4.907747496780092,6.3309747553737274
-56.347554856094085,-891.7709678624576,4.959338967846205,6.2933729346779845
-59.36051141006904,-891.8225350506652,4.998483790707694,6.265961959819045
-62.36622976795795,-891.7480276986281,4.993622109982688,6.257021974208424
-65.35945012409282,-891.5455514100896,5.004713500869015,6.273074823581787
-68.33791323526602,-891.2195288006128,5.032798855149327,6.313255913358709
-71.30147356257935,-890.7788324164944,5.054312502155347,6.371675418949235
-74.25002972285436,-890.2324277640035,5.058519405965866,6.432729666124564
-77.18348033291251,-889.5892803494083,5.066574652539974,6.491745077156974
-80.10172400957539,-888.8583556789774,5.061050769306918,6.54607861060256
-83.00465936966403,-888.0486192589792,5.062175863367639,6.59244523358053
-85.89218503000004,-887.169036595682,5.099534562499627,6.627847811383243
-88.76419960740483,-886.2285731953544,5.068960616312583,6.650123166775565
-91.62060171869985,-885.2361945642649,5.034097950271597,6.657454111639436
-94.46128998070655,-884.2008662086816,5.007229034594391,6.647761645346946
-97.28605835882576,-883.131015448369,4.9929060699676855,6.619150001832776
-100.09325075810928,-882.0276124380786,4.9912270874987925,6.57156565548739
-102.8801512516686,-880.8861769789501,4.997080465311571,6.512596083519744
-105.64401971927074,-879.7021044540174,5.006376960230809,6.447725279900015
-108.38211604068316,-878.4707902463156,5.015098233619778,6.382398269231008
-111.0917000956726,-877.1876297388787,5.023246350357443,6.321573119842073
-113.77003176400645,-875.8480183147415,5.027613723250484,6.2690087789384545
-116.41437092545176,-874.4473513569379,5.023150339015367,6.22538126839939
-119.02197745977593,-872.9810242485028,5.008548626113801,6.196237882916733
-121.59030059567068,-871.4448963980129,4.982116740881473,6.1860423466373256
-124.11882583141526,-869.8398173722945,4.9544592000792695,6.192728365356176
-126.60827809718435,-868.169674136237,4.946204882004728,6.207471695064861
-129.0593998852505,-866.438396693061,4.944321748470015,6.222367050879939
-131.4729336878866,-864.6499150459887,4.936969822119007,6.239234941217115
-133.84962199736506,-862.8081591982419,4.938760164151591,6.256422423101974
-136.1902073059586,-860.9170591530423,4.936588545420523,6.270362930627529
-138.49543210594004,-858.9805449136115,4.961151149668331,6.278263302828873
-140.76603888958203,-857.0025464831715,4.962674694684612,6.285341111327053
-143.00277014915727,-854.9869938649435,5.006682004595665,6.291018865529795
-145.20624082439065,-852.9375245106963,4.992579679619207,6.294172899370456
-147.3759678174297,-850.855257439638,4.97829766155975,6.291497537831836
-149.5109077636806,-848.7400266566631,4.990035515896526,6.289813123284353
-151.61001281846956,-846.5916558912637,5.018888918951428,6.289116532216523
-153.67223513712267,-844.4099688729309,4.984667065056417,6.286916936200703
-155.6965268749663,-842.1947893311561,4.942078982258686,6.280866803819586
-157.68184018732688,-839.9459409954316,4.897361431291741,6.269969558153541
-159.6271272295305,-837.6632475952482,4.895063262264312,6.252777672360192
-161.53134015690352,-835.3465328600979,4.95611625115638,6.235375582150772
-163.3934311247721,-832.9956205194717,5.000428471608753,6.208933941466852
-165.21250049280744,-830.6105149452308,5.014324475773081,6.187319060596827
-166.98848995168763,-828.1922459854223,5.04860643576089,6.168659391438716
-168.72163769880262,-825.7422048923075,5.082949739467426,6.156581823284352
-170.4121822645043,-823.2617833239872,5.11301150210178,6.155147981744227
-172.0603621791449,-820.752372938562,5.130219798421406,6.1571238512017015
-173.6664159730765,-818.2153653941322,5.1045523455421,6.168807745150677
-175.23058217665113,-815.6521523487987,5.074428989653419,6.183853770949472
-176.7530993202211,-813.0641254606627,5.039376619206643,6.204494254725542
-178.23420593550176,-810.4526763866222,5.000305035146567,6.229858418376204
-179.6742420216359,-807.819107380115,4.952882659628038,6.25444507811594
-181.07392487146856,-805.1643882591926,4.905531041987183,6.282683883089971
-182.43405945366504,-802.4894115902986,4.854265162331086,6.306203156790696
-183.7554507368904,-799.795069939877,4.803441083855615,6.3291000339991035
-185.03890368980964,-797.0822558743714,4.754191904772796,6.35037786407959
-186.285223281088,-794.351861960226,4.707382506486142,6.364636170445882
-187.49521447939057,-791.6047807638846,4.665260549179973,6.376818561159067
-188.66968225338255,-788.8419048517907,4.662630063815994,6.3829051671533925
-189.80943157172896,-786.064126790389,4.724995761603286,6.380458168534333
-190.91526740309504,-783.2723391461224,4.851625483009771,6.36599222772732
-191.98799471614575,-780.4674344854353,4.947653042254148,6.3400202334287075
-193.02841629348345,-777.6503045071552,5.0052135103001945,6.305203493140197
-194.0368943614021,-774.8216660597709,5.045882558813724,6.25930621669851
-195.0128192165592,-771.9818502471513,5.10890858949249,6.210785027089882
-195.95545133671317,-769.1311366499468,5.115446375414047,6.165128591209468
-196.86405119962183,-766.2698048488089,5.122965472631186,6.122188547924662
-197.73787928304344,-763.3981344243879,5.1249191915484635,6.090036737306809
-198.5761960647361,-760.5164049573348,5.115344192302369,6.076560263006899
-199.378262022458,-757.6248960283007,5.096712216455963,6.0676187644780555
-200.14333763396712,-754.7238872179363,5.084827037671275,6.0589126750077815
-200.87068337702163,-751.8136581068926,5.064776268482521,6.060383944192472
-201.55955972937963,-748.8944882758204,5.033038251889349,6.074170146818784
-202.20927141436917,-745.966663047849,4.998509810228111,6.096997542386527
-202.82026859578025,-743.0306164088253,5.0063848772666315,6.125371222563912
-203.3942227208449,-740.086940850712,5.044820370264608,6.158383262549792
-203.9328646705088,-737.1362365791645,5.081588904202616,6.198932675443372
-204.43792532571763,-734.179103799839,5.0703541828907115,6.24549189607823
-204.91113556741715,-731.2161427183917,5.043783093800948,6.2892889273122385
-205.35422627655288,-728.2479535404784,5.060648745542321,6.3319413067494805
-205.7689283340708,-725.2751364717553,5.071869436963833,6.379341443528182
-206.1569726209164,-722.2982917178786,5.042128690857581,6.413649721791788
-206.5200900180356,-719.3180194845039,5.0161582688047215,6.434818153523611
-206.86001140637384,-716.3349199772877,4.99910819203495,6.441992124561988
-207.17846766687708,-713.3495934018861,4.984552795659203,6.443098033577723
-207.47718968049088,-710.3626399639545,4.97050360101694,6.436298295371489
-207.75781515839256,-707.3746141523931,4.955774113388075,6.431178064664192
-208.0212594816771,-704.3857160215155,4.9449178674241825,6.4338636780780165
-208.26810058731212,-701.3959800477736,4.933207690603957,6.449558835966135
-208.4989145040477,-698.4054397712921,4.917596040790777,6.472922372152024
-208.71427726063376,-695.4141287321945,4.904718775200552,6.474216958714488
-208.9147648858204,-692.4220804706052,4.897115241710799,6.449456669085402
-209.10095340835764,-689.4293285266481,4.887123072813282,6.472796899812666
-209.2734188569956,-686.4359064404472,4.88965523660307,6.485721752397541
-209.43273726048423,-683.4418477521265,4.896286518975486,6.479584439333229
-209.5794846475736,-680.4471860018097,4.90743601654936,6.453510208498967
-209.7142370470137,-677.4519547296215,4.928637730222009,6.409286193216942
-209.83757048755464,-674.4561874756856,4.946669813234273,6.369305202361696
-209.9500609979464,-671.4599177801258,4.9726981794992495,6.34024577167144
-210.05228460693897,-668.4631791830665,5.005722779979654,6.288868565825484
-210.14481734328248,-665.4660052246313,5.036368802491905,6.241892598391571
-210.22823523572697,-662.4684294449446,5.042353642161351,6.206122222180107
-210.3031143130225,-659.4704853841305,5.0613684162300645,6.180055503868501
-210.37003060391896,-656.4722065823124,5.080615828720963,6.1650530875969585
-210.42956013716648,-653.4736265796149,5.094384453266685,6.1582473604081365
-210.48227894151503,-650.4747789161619,5.10721964555208,6.144111590353847
-210.5287630457148,-647.4756971320774,5.114809466428687,6.145336784734133
-210.56958847851567,-644.4764147674853,5.119226498574665,6.1576536272606495
-210.6053312686678,-641.4769653625099,5.11878216985845,6.174465554634499
-210.63656744492116,-638.4773824572748,5.11410654823652,6.19500589197665
-210.66387303602576,-635.4776995919044,5.105811438185779,6.220534677844422
-210.6878240707317,-632.4779503065228,5.0943794396965645,6.250194339013647
-210.70899657778887,-629.4781681412535,5.080450057185127,6.283692173389136
-210.7279665859476,-626.478386636221,5.0644334278979235,6.319843443623783
-210.74531012395764,-623.478639331549,5.047027104134342,6.354265936790962
-210.76160322056916,-620.4789597673617,5.028627479586659,6.388944631198228
-210.77742190453208,-617.4793814837831,5.010157904020557,6.42710940317082
-210.79334220459663,-614.4799380209374,4.991791090203179,6.46543551946212
-210.80994014948567,-611.4806629189459,4.9753815452836365,6.507491753169394
-210.82769748855233,-608.4815807403531,4.960299349540763,6.548628872679171
-210.84672628929516,-605.4826808454418,4.948740565259925,6.589806414995349
-210.8670480211468,-602.4839439674621,4.938936646272925,6.629949415777957
-210.88868415354025,-599.4853508396654,4.933563896818749,6.670460357169475
-210.91165615590788,-596.4868821953017,4.930512308635451,6.708401241038586
-210.93598549768276,-593.4885187676227,4.932714885626408,6.739512601226507
-210.96169364829737,-590.4902412898788,4.937103476010852,6.768296952349711
-210.98880207718457,-587.4920304953208,4.944653254312384,6.794706236011364
-211.01733225377708,-584.4938671171993,4.953613587360605,6.819386024071797
-211.0473056475076,-581.4957318887652,4.9640032573221875,6.842190410157788
-211.07874372780887,-578.4976055432695,4.974223462645777,6.863275662827644
-211.1116679641136,-575.4994688139628,4.98500624124649,6.882373903491646
-211.14609982585455,-572.5013024340961,4.992937574477619,6.900733936689491
-211.18206078246453,-569.5030871369199,5.000962921578445,6.9187193012461075
-211.2195723033761,-566.5048036556852,5.008063119768581,6.935137107552888
-211.25862453602352,-563.5064338951408,5.015785151244824,6.949536542201165
-211.2988070492384,-560.5079747423819,5.023460411951879,6.9607926029812495
-211.33943253686303,-557.5094334401165,5.031649912662888,6.968156129468765
-211.37980817434416,-554.5108174374507,5.039695565131747,6.971175187141098
-211.4192411371284,-551.512134183491,5.04850496887888,6.965988521910281
-211.45703860066237,-548.5133911273427,5.056389486533111,6.957915681208725
-211.49250774039248,-545.5145957181121,5.063517117741023,6.944637957727385
-211.5249557317656,-542.5157554049056,5.0686475582288875,6.929093321050475
-211.55368975022824,-539.5168776368283,5.070981561856168,6.91224542026553
-211.57801697122707,-536.5179698629869,5.070649370176538,6.895360195602826
-211.5972445702088,-533.5190395324873,5.065953898321214,6.880631166395021
-211.6106797226199,-530.5200940944353,5.056593385868091,6.868718629185072
-211.61762960390695,-527.5211409979371,5.045342550573962,6.85790880658525
-211.6174013895168,-524.5221876920986,5.031080215102593,6.850042885067095
-211.60930225489585,-521.5232416260257,5.016677310931232,6.84213033957743
-211.5926393754908,-518.5243102488246,5.006095816245116,6.834707142627464
-211.5667199267484,-515.5254010096012,4.9972297813202875,6.827201852981104
-211.53085108411503,-512.5265213574613,4.991932432601713,6.81734467246342
-211.48434680302353,-509.5276790333831,4.994333984372451,6.808534650759869
-211.42687997457568,-506.5288972301726,4.9958788908128735,6.800496909502211
-211.3586539362452,-503.5302219758323,4.995951647698956,6.795485867772754
-211.2799147565032,-500.53170113789224,4.993496237154896,6.794032881581146
-211.19090850382057,-497.5333825838823,4.986723409550778,6.797175577998881
-211.09188124666824,-494.5353141813327,4.979061918305791,6.802120169175186
-210.98307905351732,-491.53754379777314,4.972395927507189,6.807707376871678
-210.8647479928388,-488.54011930073375,4.9684908565980015,6.811112292610389
-210.73713413310347,-485.54308855774417,4.968786643743168,6.809164031137459
-210.60048354278263,-482.5464994363352,4.975326857044634,6.802858241408054
-210.4550422903469,-479.5503998040359,4.986784696099503,6.7945749314404384
-210.30105644426757,-476.5548375283768,4.997722086706159,6.786659685341924
-210.13877207301545,-473.55986047688793,5.006560150307146,6.7800775683981565
-209.9684330437754,-470.5655109909941,5.013138101830163,6.774476336620257
-209.79026681188645,-467.57179021185453,5.0151640577369045,6.770035499947968
-209.60449342053184,-464.57868067316633,5.012559891208638,6.769299454037434
-209.411332876708,-461.58616481778273,5.00693451689432,6.770307325710716
-209.21100518741144,-458.5942250885576,5.0014284270867435,6.773028218773304
-209.00373035963844,-455.60284392834416,4.993263923372683,6.776594120777336
-208.78972840038537,-452.61200377999614,4.987178821917448,6.778046980624803
-208.56921931664863,-449.62168708636693,4.982706565515639,6.7808851478551215
