# s_m; t_s; delta_rad; f_drive_N; f_brake_N; gamma_y_N
1323.0; 42.447; -0.00099; 1000.0; -0.0; -17.1
1326.0; 42.537; -0.00095; 1000.0; -0.0; -16.4
1329.0; 42.628; -0.00091; 1000.0; -0.0; -15.7
1332.0; 42.718; -0.00087; 1000.0; -0.0; -15.1
1335.0; 42.809; -0.00083; 1000.0; -0.0; -14.4
1338.0; 42.899; -0.00080; 1000.0; -0.0; -13.9
1341.0; 42.989; -0.00077; 1000.0; -0.0; -13.3
1344.0; 43.079; -0.00073; 1000.0; -0.0; -12.8
1347.0; 43.169; -0.00070; 1000.0; -0.0; -12.2
1350.0; 43.259; -0.00067; 1000.0; -0.0; -11.7
1353.0; 43.349; -0.00065; 1000.0; -0.0; -11.3
1356.0; 43.439; -0.00062; 1000.0; -0.0; -10.8
1359.0; 43.529; -0.00059; 1000.0; -0.0; -10.4
1362.0; 43.619; -0.00057; 1000.0; -0.0; -9.9
1365.0; 43.709; -0.00055; 1000.0; -0.0; -9.5
1368.0; 43.798; -0.00052; 1000.0; -0.0; -9.1
1371.0; 43.888; -0.00050; 1000.0; -0.0; -8.8
1374.0; 43.977; -0.00048; 1000.0; -0.0; -8.4
1377.0; 44.067; -0.00046; 1000.0; -0.0; -8.1
1380.0; 44.156; -0.00044; 1000.0; -0.0; -7.7
1383.0; 44.246; -0.00042; 1000.0; -0.0; -7.4
1386.0; 44.335; -0.00040; 1000.0; -0.0; -7.1
1389.0; 44.424; -0.00039; 1000.0; -0.0; -6.8
1392.0; 44.514; -0.00037; 1000.0; -0.0; -6.5
1395.0; 44.603; -0.00036; 1000.0; -0.0; -6.3
1398.0; 44.692; -0.00034; 1000.0; -0.0; -6.0
1401.0; 44.781; -0.00033; 1000.0; -0.0; -5.8
1404.0; 44.870; -0.00031; 1000.0; -0.0; -5.5
1407.0; 44.959; -0.00030; 1000.0; -0.0; -5.3
1410.0; 45.048; -0.00029; 1000.0; -0.0; -5.1
1413.0; 45.137; -0.00028; 1000.0; -0.0; -4.9
1416.0; 45.226; -0.00026; 1000.0; -0.0; -4.7
1419.0; 45.314; -0.00025; 1000.0; -0.0; -4.5
1422.0; 45.403; -0.00024; 1000.0; -0.0; -4.3
1425.0; 45.492; -0.00023; 1000.0; -0.0; -4.1
1428.0; 45.580; -0.00022; 1000.0; -0.0; -4.0
1431.0; 45.669; -0.00021; 1000.0; -0.0; -3.8
1434.0; 45.757; -0.00020; 1000.0; -0.0; -3.6
1437.0; 45.846; -0.00020; 1000.0; -0.0; -3.5
1440.0; 45.934; -0.00019; 1000.0; -0.0; -3.3
1443.0; 46.023; -0.00018; 1000.0; -0.0; -3.2
1446.0; 46.111; -0.00017; 1000.0; -0.0; -3.1
1449.0; 46.199; -0.00016; 1000.0; -0.0; -2.9
1452.0; 46.288; -0.00016; 1000.0; -0.0; -2.8
1455.0; 46.376; -0.00015; 1000.0; -0.0; -2.7
1458.0; 46.464; -0.00014; 1000.0; -0.0; -2.6
1461.0; 46.552; -0.00014; 1000.0; -0.0; -2.5
1464.0; 46.640; -0.00013; 1000.0; -0.0; -2.4
1467.0; 46.728; -0.00013; 1000.0; -0.0; -2.3
1470.0; 46.816; -0.00012; 1000.0; -0.0; -2.2
1473.0; 46.904; -0.00012; 1000.0; -0.0; -2.1
1476.0; 46.992; -0.00011; 1000.0; -0.0; -2.0
1479.0; 47.080; -0.00011; 1000.0; -0.0; -1.9
1482.0; 47.167; -0.00010; 1000.0; -0.0; -1.8
1485.0; 47.255; -0.00010; 1000.0; -0.0; -1.8
1488.0; 47.343; -0.00009; 1000.0; -0.0; -1.7
1491.0; 47.430; -0.00009; 1000.0; -0.0; -1.6
1494.0; 47.518; -0.00009; 1000.0; -0.0; -1.6
1497.0; 47.606; -0.00008; 1000.0; -0.0; -1.5
1500.0; 47.693; -0.00008; 1000.0; -0.0; -1.4
1503.0; 47.781; -0.00008; 1000.0; -0.0; -1.4
1506.0; 47.868; -0.00007; 1000.0; -0.0; -1.3
1509.0; 47.956; -0.00007; 1000.0; -0.0; -1.3
1512.0; 48.043; -0.00007; 1000.0; -0.0; -1.2
1515.0; 48.130; -0.00006; 1000.0; -0.0; -1.2
1518.0; 48.217; -0.00006; 1000.0; -0.0; -1.1
1521.0; 48.305; -0.00006; 1000.0; -0.0; -1.1
1524.0; 48.392; -0.00006; 1000.0; -0.0; -1.0
1527.0; 48.479; -0.00005; 1000.0; -0.0; -1.0
1530.0; 48.566; -0.00005; 1000.0; -0.0; -0.9
1533.0; 48.653; -0.00005; 1000.0; -0.0; -0.9
1536.0; 48.740; -0.00005; 1000.0; -0.0; -0.9
1539.0; 48.827; -0.00004; 1000.0; -0.0; -0.8
1542.0; 48.914; -0.00004; 1000.0; -0.0; -0.8
1545.0; 49.001; -0.00004; 1000.0; -0.0; -0.7
1548.0; 49.088; -0.00004; 1000.0; -0.0; -0.7
1551.0; 49.175; -0.00004; 1000.0; -0.0; -0.7
1554.0; 49.262; -0.00004; 1000.0; -0.0; -0.7
1557.0; 49.348; -0.00003; 1000.0; -0.0; -0.6
1560.0; 49.435; -0.00003; 1000.0; -0.0; -0.6
1563.0; 49.522; -0.00003; 1000.0; -0.0; -0.6
1566.0; 49.609; -0.00003; 1000.0; -0.0; -0.6
1569.0; 49.695; -0.00003; 1000.0; -0.0; -0.5
1572.0; 49.782; -0.00003; 1000.0; -0.0; -0.5
1575.0; 49.868; -0.00003; 1000.0; -0.0; -0.5
1578.0; 49.955; -0.00003; 1000.0; -0.0; -0.5
1581.0; 50.041; -0.00002; 1000.0; -0.0; -0.4
1584.0; 50.128; -0.00002; 1000.0; -0.0; -0.4
1587.0; 50.214; -0.00002; 1000.0; -0.0; -0.4
1590.0; 50.300; -0.00002; 1000.0; -0.0; -0.4
1593.0; 50.387; -0.00002; 1000.0; -0.0; -0.4
1596.0; 50.473; -0.00002; 1000.0; -0.0; -0.4
1599.0; 50.559; -0.00002; 1000.0; -0.0; -0.3
1602.0; 50.646; -0.00002; 1000.0; -0.0; -0.3
1605.0; 50.732; -0.00002; 1000.0; -0.0; -0.3
1608.0; 50.818; -0.00002; 1000.0; -0.0; -0.3
1611.0; 50.904; -0.00002; 1000.0; -0.0; -0.3
1614.0; 50.990; -0.00001; 1000.0; -0.0; -0.3
1617.0; 51.076; -0.00001; 1000.0; -0.0; -0.3
1620.0; 51.162; -0.00001; 1000.0; -0.0; -0.2
1623.0; 51.248; -0.00001; 1000.0; -0.0; -0.2
1626.0; 51.334; -0.00001; 1000.0; -0.0; -0.2
1629.0; 51.420; -0.00001; 1000.0; -0.0; -0.2
1632.0; 51.506; -0.00001; 1000.0; -0.0; -0.2
1635.0; 51.592; -0.00001; 1000.0; -0.0; -0.2
1638.0; 51.678; -0.00001; 1000.0; -0.0; -0.2
1641.0; 51.763; -0.00001; 1000.0; -0.0; -0.2
1644.0; 51.849; -0.00001; 1000.0; -0.0; -0.2
1647.0; 51.935; -0.00001; 1000.0; -0.0; -0.2
1650.0; 52.021; -0.00001; 1000.0; -0.0; -0.2
1653.0; 52.106; -0.00001; 1000.0; -0.0; -0.1
1656.0; 52.192; -0.00001; 1000.0; -0.0; -0.1
1659.0; 52.277; -0.00001; 1000.0; -0.0; -0.1
1662.0; 52.363; -0.00001; 1000.0; -0.0; -0.1
1665.0; 52.449; -0.00001; 1000.0; -0.0; -0.1
1668.0; 52.534; -0.00001; 1000.0; -0.0; -0.1
1671.0; 52.620; -0.00001; 1000.0; -0.0; -0.1
1674.0; 52.705; -0.00001; 1000.0; -0.0; -0.1
1677.0; 52.790; -0.00001; 1000.0; -0.0; -0.1
1680.0; 52.876; -0.00001; 1000.0; -0.0; -0.1
1683.0; 52.961; -0.00000; 1000.0; -0.0; -0.1
1686.0; 53.046; -0.00000; 1000.0; -0.0; -0.1
1689.0; 53.132; -0.00000; 1000.0; -0.0; -0.1
1692.0; 53.217; -0.00000; 1000.0; -0.0; -0.1
1695.0; 53.302; -0.00000; 1000.0; -0.0; -0.1
1698.0; 53.387; -0.00000; 1000.0; -0.0; -0.1
1701.0; 53.472; -0.00000; 1000.0; -0.0; -0.1
1704.0; 53.558; -0.00000; 1000.0; -0.0; -0.1
1707.0; 53.643; -0.00000; 1000.0; -0.0; -0.1
1710.0; 53.728; -0.00000; 1000.0; -0.0; -0.1
1713.0; 53.813; -0.00000; 1000.0; -0.0; -0.1
1716.0; 53.898; -0.00000; 1000.0; -0.0; -0.1
1719.0; 53.983; -0.00000; 1000.0; -0.0; -0.0
1722.0; 54.068; -0.00000; 1000.0; -0.0; -0.0
1725.0; 54.153; -0.00000; 1000.0; -0.0; -0.0
1728.0; 54.238; -0.00000; 1000.0; -0.0; -0.0
1731.0; 54.322; -0.00000; 1000.0; -0.0; -0.0
1734.0; 54.407; -0.00000; 1000.0; -0.0; -0.0
1737.0; 54.492; -0.00000; 1000.0; -0.0; -0.0
1740.0; 54.577; -0.00000; 1000.0; -0.0; -0.0
1743.0; 54.662; -0.00000; 1000.0; -0.0; -0.0
1746.0; 54.746; -0.00000; 1000.0; -0.0; -0.0
1749.0; 54.831; -0.00000; 1000.0; -0.0; -0.0
1752.0; 54.916; -0.00000; 1000.0; -0.0; -0.0
1755.0; 55.000; -0.00000; 1000.0; -0.0; -0.0
1758.0; 55.085; -0.00000; 1000.0; -0.0; -0.0
1761.0; 55.170; -0.00000; 1000.0; -0.0; -0.0
1764.0; 55.254; -0.00000; 1000.0; -0.0; -0.0
1767.0; 55.339; -0.00000; 1000.0; -0.0; -0.0
1770.0; 55.423; -0.00000; 1000.0; -0.0; -0.0
1773.0; 55.508; -0.00000; 1000.0; -0.0; -0.0
1776.0; 55.592; -0.00000; 1000.0; -0.0; -0.0
1779.0; 55.677; -0.00000; 1000.0; -0.0; -0.0
1782.0; 55.761; -0.00000; 1000.0; -0.0; -0.0
1785.0; 55.845; -0.00000; 1000.0; -0.0; -0.0
1788.0; 55.930; -0.00000; 1000.0; -0.0; -0.0
1791.0; 56.014; -0.00000; 1000.0; -0.0; -0.0
1794.0; 56.098; -0.00000; 1000.0; -0.0; -0.0
1797.0; 56.183; -0.00000; 1000.0; -0.0; -0.0
1800.0; 56.267; -0.00000; 1000.0; -0.0; -0.0
1803.0; 56.351; -0.00000; 1000.0; -0.0; -0.0
1806.0; 56.435; -0.00000; 1000.0; -0.0; -0.0
1809.0; 56.519; -0.00000; 1000.0; -0.0; -0.0
1812.0; 56.604; -0.00000; 1000.0; -0.0; -0.0
1815.0; 56.688; -0.00000; 1000.0; -0.0; -0.0
1818.0; 56.772; -0.00000; 1000.0; -0.0; -0.0
1821.0; 56.856; -0.00000; 1000.0; -0.0; -0.0
1824.0; 56.940; 0.00000; 1000.0; -0.0; 0.0
1827.0; 57.024; 0.00000; 1000.0; -0.0; 0.0
1830.0; 57.108; 0.00000; 1000.0; -0.0; 0.0
1833.0; 57.192; 0.00000; 1000.0; -0.0; 0.0
1836.0; 57.276; 0.00000; 1000.0; -0.0; 0.0
1839.0; 57.360; 0.00000; 1000.0; -0.0; 0.0
1842.0; 57.444; 0.00000; 1000.0; -0.0; 0.0
1845.0; 57.528; 0.00000; 1000.0; -0.0; 0.0
1848.0; 57.612; 0.00000; 1000.0; -0.0; 0.0
1851.0; 57.696; 0.00000; 1000.0; -0.0; 0.0
1854.0; 57.780; 0.00000; 1000.0; -0.0; 0.0
1857.0; 57.864; 0.00000; 1000.0; -0.0; 0.0
1860.0; 57.947; 0.00000; 1000.0; -0.0; 0.0
1863.0; 58.031; 0.00000; 1000.0; -0.0; 0.0
1866.0; 58.115; 0.00000; 1000.0; -0.0; 0.0
1869.0; 58.199; 0.00000; 1000.0; -0.0; 0.0
1872.0; 58.283; 0.00000; 1000.0; -0.0; 0.0
1875.0; 58.366; 0.00000; 1000.0; -0.0; 0.0
1878.0; 58.450; 0.00000; 1000.0; -0.0; 0.0
1881.0; 58.534; 0.00000; 1000.0; -0.0; 0.0
1884.0; 58.618; 0.00000; 1000.0; -0.0; 0.0
1887.0; 58.701; 0.00000; 1000.0; -0.0; 0.0
1890.0; 58.785; 0.00000; 1000.0; -0.0; 0.0
1893.0; 58.869; 0.00000; 1000.0; -0.0; 0.0
1896.0; 58.952; 0.00000; 1000.0; -0.0; 0.0
1899.0; 59.036; 0.00000; 1000.0; -0.0; 0.0
1902.0; 59.119; 0.00000; 1000.0; -0.0; 0.0
1905.0; 59.203; 0.00000; 1000.0; -0.0; 0.0
1908.0; 59.287; 0.00000; 1000.0; -0.0; 0.0
1911.0; 59.370; 0.00000; 1000.0; -0.0; 0.0
1914.0; 59.454; 0.00000; 1000.0; -0.0; 0.0
1917.0; 59.537; 0.00000; 1000.0; -0.0; 0.0
1920.0; 59.621; 0.00000; 1000.0; -0.0; 0.0
1923.0; 59.704; 0.00000; 1000.0; -0.0; 0.0
1926.0; 59.787; 0.00000; 1000.0; -0.0; 0.0
1929.0; 59.871; 0.00000; 1000.0; -0.0; 0.0
1932.0; 59.954; 0.00000; 1000.0; -0.0; 0.0
1935.0; 60.038; 0.00000; 1000.0; -0.0; 0.0
1938.0; 60.121; 0.00000; 1000.0; -0.0; 0.0
1941.0; 60.204; 0.00000; 1000.0; -0.0; 0.0
1944.0; 60.288; 0.00000; 1000.0; -0.0; 0.0
1947.0; 60.371; 0.00000; 1000.0; -0.0; 0.0
1950.0; 60.454; 0.00000; 1000.0; -0.0; 0.0
1953.0; 60.538; 0.00000; 1000.0; -0.0; 0.0
1956.0; 60.621; 0.00000; 1000.0; -0.0; 0.0
1959.0; 60.704; 0.00000; 1000.0; -0.0; 0.0
1962.0; 60.787; 0.00000; 1000.0; -0.0; 0.0
1965.0; 60.871; 0.00000; 1000.0; -0.0; 0.0
1968.0; 60.954; 0.00000; 1000.0; -0.0; 0.0
1971.0; 61.037; 0.00000; 1000.0; -0.0; 0.0
1974.0; 61.120; 0.00000; 1000.0; -0.0; 0.0
1977.0; 61.203; 0.00000; 1000.0; -0.0; 0.0
1980.0; 61.286; 0.00000; 1000.0; -0.0; 0.0
1983.0; 61.369; 0.00000; 1000.0; -0.0; 0.0
1986.0; 61.453; 0.00000; 1000.0; -0.0; 0.0
1989.0; 61.536; 0.00000; 1000.0; -0.0; 0.0
1992.0; 61.619; 0.00000; 1000.0; -0.0; 0.0
1995.0; 61.702; 0.00000; 1000.0; -0.0; 0.0
1998.0; 61.785; 0.00000; 1000.0; -0.0; 0.0
2001.0; 61.868; 0.00000; 1000.0; -0.0; 0.1
2004.0; 61.951; 0.00000; 1000.0; -0.0; 0.1
2007.0; 62.034; 0.00001; 1000.0; -0.0; 0.1
2010.0; 62.117; 0.00001; 1000.0; -0.0; 0.1
2013.0; 62.200; 0.00001; 1000.0; -0.0; 0.2
2016.0; 62.283; 0.00001; 1000.0; -0.0; 0.2
2019.0; 62.365; 0.00002; 1000.0; -0.0; 0.3
2022.0; 62.448; 0.00002; 1000.0; -0.0; 0.4
2025.0; 62.531; 0.00003; 1000.0; -0.0; 0.5
2028.0; 62.614; 0.00004; 1000.0; -0.0; 0.7
2031.0; 62.697; 0.00004; 1000.0; -0.0; 0.8
2034.0; 62.780; 0.00006; 1000.0; -0.0; 1.0
2037.0; 62.862; 0.00007; 1000.0; -0.0; 1.3
2040.0; 62.945; 0.00009; 1000.0; -0.0; 1.6
2043.0; 63.028; 0.00011; 1000.0; -0.0; 2.0
2046.0; 63.111; 0.00014; 1000.0; -0.0; 2.5
2049.0; 63.193; 0.00017; 1000.0; -0.0; 3.1
2052.0; 63.276; 0.00021; 1000.0; -0.0; 3.9
2055.0; 63.359; 0.00025; 1000.0; -0.0; 4.7
2058.0; 63.441; 0.00031; 1000.0; -0.0; 5.8
2061.0; 63.524; 0.00037; 1000.0; -0.0; 7.0
2064.0; 63.607; 0.00045; 1000.0; -0.0; 8.4
2067.0; 63.689; 0.00054; 1000.0; -0.0; 10.1
2070.0; 63.772; 0.00065; 1000.0; -0.0; 12.1
2073.0; 63.854; 0.00077; 1000.0; -0.0; 14.4
2076.0; 63.937; 0.00091; 1000.0; -0.0; 17.0
2079.0; 64.020; 0.00107; 1000.0; -0.0; 20.1
2082.0; 64.102; 0.00125; 1000.0; -0.0; 23.5
2085.0; 64.185; 0.00145; 1000.0; -0.0; 27.4
2088.0; 64.267; 0.00168; 1000.0; -0.0; 31.7
2091.0; 64.350; 0.00193; 1000.0; -0.0; 36.4
2094.0; 64.432; 0.00220; 1000.0; -0.0; 41.6
2097.0; 64.515; 0.00249; 1000.0; -0.0; 47.1
2100.0; 64.597; 0.00279; 1000.0; -0.0; 53.0
2103.0; 64.679; 0.00310; 1000.0; -0.0; 59.0
2106.0; 64.762; 0.00342; 1000.0; -0.0; 65.1
2109.0; 64.844; 0.00372; 1000.0; -0.0; 71.1
2112.0; 64.927; 0.00401; 1000.0; -0.0; 76.7
2115.0; 65.009; 0.00425; 1000.0; -0.0; 81.7
2118.0; 65.091; 0.00444; 1000.0; -0.0; 85.6
2121.0; 65.174; 0.00455; 1000.0; -0.0; 88.0
2124.0; 65.256; 0.00455; 1000.0; -0.0; 88.5
2127.0; 65.339; 0.00442; 1000.0; -0.0; 86.5
2130.0; 65.421; 0.00412; 953.0; -13.0; 81.4
2133.0; 65.503; 0.00362; 11.2; -1157.6; 72.8
2136.0; 65.586; 0.00290; 3.2; -4132.4; 59.7
2139.0; 65.669; 0.00196; 1.9; -6852.5; 42.1
2142.0; 65.754; 0.00082; 0.1; -8096.6; 20.8
2145.0; 65.841; -0.00006; 0.0; -8073.2; 3.5
2148.0; 65.931; -0.00010; 0.0; -8024.2; 0.0
2151.0; 66.024; -0.00002; 0.0; -7969.5; 0.0
2154.0; 66.119; -0.00000; 0.0; -7915.4; 0.0
2157.0; 66.217; -0.00000; 0.0; -7861.9; 0.0
2160.0; 66.319; -0.00000; 0.0; -7809.0; 0.0
2163.0; 66.425; -0.00000; 0.0; -7756.6; 0.0
2166.0; 66.536; 0.00000; 0.0; -7704.8; 0.0
2169.0; 66.651; 0.00000; 0.0; -7653.5; 0.0
2172.0; 66.771; -0.00000; 0.0; -7602.8; -0.0
2175.0; 66.898; -0.00105; 0.0; -7534.4; -10.1
2178.0; 67.031; -0.00838; 0.0; -7354.4; -72.8
2181.0; 67.173; -0.02371; 0.0; -7016.2; -180.4
2184.0; 67.324; -0.05066; 0.0; -6409.3; -334.5
2187.0; 67.486; -0.08889; 0.0; -5512.7; -506.7
2190.0; 67.661; -0.13212; 0.0; -4552.0; -645.4
2193.0; 67.850; -0.17636; 0.0; -3725.6; -734.8
2196.0; 68.058; -0.22031; 0.0; -3130.9; -778.5
2199.0; 68.290; -0.26343; 0.0; -2855.5; -781.2
2202.0; 68.547; -0.30070; 0.0; -0.0; -864.1
2205.0; 68.809; -0.32000; 0.0; -0.0; -865.4
2208.0; 69.053; -0.32000; 551.2; -0.0; -849.7
2211.0; 69.276; -0.32000; 1000.0; -0.0; -852.0
2214.0; 69.485; -0.32000; 1000.0; -0.0; -858.1
2217.0; 69.688; -0.31911; 1000.0; -0.0; -862.3
2220.0; 69.891; -0.29388; 1000.0; -0.0; -818.3
2223.0; 70.108; -0.23438; 1000.0; -0.0; -676.7
2226.0; 70.340; -0.13423; 1000.0; -0.0; -412.6
2229.0; 70.584; -0.00595; 1000.0; -0.0; -25.0
2232.0; 70.834; 0.12105; 1000.0; -0.0; 447.2
2235.0; 71.082; 0.21395; 717.0; -0.0; 766.2
2238.0; 71.325; 0.26683; 0.1; -0.0; 866.6
2241.0; 71.557; 0.29211; 1000.0; -0.0; 888.8
2244.0; 71.773; 0.30186; 1000.0; -0.0; 896.1
2247.0; 71.973; 0.30457; 1000.0; -0.0; 898.4
2250.0; 72.161; 0.30412; 1000.0; 0.0; 899.6
2253.0; 72.342; 0.30205; 1000.0; 0.0; 900.3
2256.0; 72.526; 0.29886; 1000.0; 0.0; 900.6
2259.0; 72.722; 0.29462; 1000.0; 0.0; 900.4
2262.0; 72.938; 0.28894; 1000.0; 0.0; 899.1
2265.0; 73.175; 0.28086; 1000.0; 0.0; 894.8
2268.0; 73.424; 0.26856; 1000.0; 0.0; 882.0
2271.0; 73.672; 0.24901; 1000.0; 0.0; 848.3
2274.0; 73.910; 0.21902; 1000.0; 0.0; 775.4
2277.0; 74.137; 0.17799; 1000.0; 0.0; 654.5
2280.0; 74.358; 0.12988; 1000.0; 0.0; 497.3
2283.0; 74.575; 0.08452; 1000.0; 0.0; 337.6
2286.0; 74.789; 0.05196; 1000.0; 0.0; 215.0
2289.0; 75.002; 0.02881; 1000.0; 0.0; 122.4
2292.0; 75.212; 0.01256; 1000.0; 0.0; 54.0
2295.0; 75.419; 0.00134; 1000.0; 0.0; 4.8
2298.0; 75.624; -0.00623; 1000.0; 0.0; -29.9
2301.0; 75.827; -0.01120; 1000.0; 0.0; -53.8
2304.0; 76.027; -0.01431; 1000.0; 0.0; -69.8
2307.0; 76.224; -0.01612; 1000.0; 0.0; -80.0
2310.0; 76.419; -0.01705; 1000.0; 0.0; -86.1
2313.0; 76.612; -0.01738; 1000.0; 0.0; -89.3
2316.0; 76.803; -0.01733; 1000.0; 0.0; -90.7
2319.0; 76.992; -0.01704; 1000.0; 0.0; -90.7
2322.0; 77.178; -0.01661; 1000.0; 0.0; -90.0
2325.0; 77.363; -0.01613; 1000.0; 0.0; -88.9
2328.0; 77.545; -0.01563; 1000.0; 0.0; -87.6
2331.0; 77.726; -0.01516; 1000.0; 0.0; -86.4
2334.0; 77.905; -0.01473; 1000.0; 0.0; -85.3
2337.0; 78.083; -0.01437; 1000.0; 0.0; -84.6
2340.0; 78.258; -0.01407; 1000.0; 0.0; -84.1
2343.0; 78.432; -0.01385; 1000.0; 0.0; -84.1
2346.0; 78.605; -0.01370; 1000.0; 0.0; -84.4
2349.0; 78.776; -0.01363; 1000.0; 0.0; -85.2
2352.0; 78.945; -0.01363; 1000.0; 0.0; -86.5
2355.0; 79.113; -0.01371; 1000.0; 0.0; -88.2
2358.0; 79.279; -0.01385; 1000.0; 0.0; -90.4
2361.0; 79.445; -0.01408; 1000.0; 0.0; -93.1
2364.0; 79.608; -0.01437; 1000.0; 0.0; -96.3
2367.0; 79.771; -0.01472; 1000.0; 0.0; -99.9
2370.0; 79.932; -0.01515; 1000.0; 0.0; -104.1
2373.0; 80.092; -0.01563; 1000.0; 0.0; -108.8
2376.0; 80.250; -0.01618; 1000.0; 0.0; -113.9
2379.0; 80.408; -0.01678; 1000.0; 0.0; -119.5
2382.0; 80.564; -0.01742; 1000.0; 0.0; -125.5
2385.0; 80.719; -0.01811; 1000.0; 0.0; -131.9
2388.0; 80.873; -0.01881; 1000.0; 0.0; -138.5
2391.0; 81.026; -0.01950; 1000.0; 0.0; -145.1
2394.0; 81.178; -0.02016; 1000.0; 0.0; -151.5
2397.0; 81.329; -0.02072; 1000.0; 0.0; -157.2
2400.0; 81.479; -0.02110; 1000.0; 0.0; -161.5
2403.0; 81.629; -0.02110; 1000.0; 0.0; -162.9
2406.0; 81.777; -0.02066; 1000.0; 0.0; -160.7
2409.0; 81.925; -0.01994; 1000.0; 0.0; -156.4
2412.0; 82.072; -0.01908; 1000.0; 0.0; -150.9
2415.0; 82.218; -0.01813; 1000.0; 0.0; -144.7
2418.0; 82.363; -0.01716; 1000.0; 0.0; -138.2
2421.0; 82.508; -0.01621; 1000.0; 0.0; -131.6
2424.0; 82.652; -0.01528; 1000.0; 0.0; -125.2
2427.0; 82.796; -0.01439; 1000.0; 0.0; -119.0
2430.0; 82.939; -0.01356; 1000.0; 0.0; -113.1
2433.0; 83.081; -0.01278; 1000.0; 0.0; -107.5
2436.0; 83.223; -0.01205; 1000.0; 0.0; -102.3
2439.0; 83.364; -0.01138; 1000.0; 0.0; -97.4
2442.0; 83.504; -0.01076; 1000.0; 0.0; -92.8
2445.0; 83.644; -0.01019; 1000.0; 0.0; -88.6
2448.0; 83.783; -0.00966; 1000.0; 0.0; -84.8
2451.0; 83.922; -0.00919; 1000.0; 0.0; -81.2
2454.0; 84.060; -0.00875; 1000.0; 0.0; -78.0
2457.0; 84.198; -0.00836; 1000.0; 0.0; -75.1
2460.0; 84.335; -0.00801; 1000.0; 0.0; -72.5
2463.0; 84.471; -0.00769; 1000.0; 0.0; -70.1
2466.0; 84.607; -0.00741; 1000.0; 0.0; -68.1
2469.0; 84.742; -0.00716; 1000.0; 0.0; -66.3
2472.0; 84.877; -0.00694; 1000.0; 0.0; -64.7
2475.0; 85.011; -0.00675; 1000.0; 0.0; -63.4
2478.0; 85.145; -0.00659; 1000.0; 0.0; -62.4
2481.0; 85.278; -0.00646; 1000.0; 0.0; -61.6
2484.0; 85.411; -0.00636; 1000.0; 0.0; -61.0
2487.0; 85.543; -0.00628; 1000.0; 0.0; -60.7
2490.0; 85.674; -0.00623; 1000.0; 0.0; -60.6
2493.0; 85.805; -0.00620; 1000.0; 0.0; -60.7
2496.0; 85.936; -0.00620; 1000.0; 0.0; -61.1
2499.0; 86.066; -0.00622; 1000.0; 0.0; -61.7
2502.0; 86.195; -0.00626; 1000.0; 0.0; -62.5
2505.0; 86.324; -0.00633; 1000.0; 0.0; -63.6
2508.0; 86.452; -0.00642; 1000.0; 0.0; -64.9
2511.0; 86.580; -0.00653; 1000.0; 0.0; -66.5
2514.0; 86.708; -0.00667; 1000.0; 0.0; -68.3
2517.0; 86.835; -0.00683; 1000.0; 0.0; -70.3
2520.0; 86.962; -0.00702; 1000.0; 0.0; -72.6
2523.0; 87.088; -0.00722; 1000.0; 0.0; -75.2
2526.0; 87.214; -0.00746; 1000.0; 0.0; -78.1
2529.0; 87.339; -0.00772; 1000.0; 0.0; -81.2
2532.0; 87.464; -0.00800; 1000.0; 0.0; -84.7
2535.0; 87.588; -0.00831; 1000.0; 0.0; -88.4
2538.0; 87.712; -0.00865; 1000.0; 0.0; -92.5
2541.0; 87.836; -0.00901; 1000.0; 0.0; -96.9
2544.0; 87.959; -0.00941; 1000.0; 0.0; -101.6
2547.0; 88.082; -0.00983; 1000.0; 0.0; -106.7
2550.0; 88.205; -0.01028; 1000.0; 0.0; -112.2
2553.0; 88.327; -0.01077; 1000.0; 0.0; -118.1
2556.0; 88.448; -0.01129; 1000.0; 0.0; -124.4
2559.0; 88.569; -0.01184; 1000.0; 0.0; -131.0
2562.0; 88.690; -0.01243; 1000.0; 0.0; -138.2
2565.0; 88.810; -0.01306; 1000.0; 0.0; -145.8
2568.0; 88.930; -0.01372; 1000.0; 0.0; -153.9
2571.0; 89.050; -0.01442; 1000.0; 0.0; -162.4
2574.0; 89.169; -0.01517; 1000.0; 0.0; -171.5
2577.0; 89.288; -0.01595; 1000.0; 0.0; -181.1
2580.0; 89.406; -0.01678; 1000.0; 0.0; -191.2
2583.0; 89.524; -0.01765; 1000.0; 0.0; -201.9
2586.0; 89.642; -0.01856; 1000.0; 0.0; -213.1
2589.0; 89.759; -0.01952; 1000.0; 0.0; -224.8
2592.0; 89.875; -0.02051; 1000.0; 0.0; -237.1
2595.0; 89.991; -0.02154; 1000.0; 0.0; -249.8
2598.0; 90.107; -0.02259; 1000.0; 0.0; -262.8
2601.0; 90.222; -0.02366; 1000.0; 0.0; -276.1
2604.0; 90.337; -0.02473; 1000.0; 0.0; -289.3
2607.0; 90.451; -0.02575; 1000.0; 0.0; -302.1
2610.0; 90.565; -0.02668; 1000.0; 0.0; -313.8
2613.0; 90.679; -0.02742; 1000.0; 0.0; -323.5
2616.0; 90.793; -0.02783; 1000.0; 0.0; -329.2
2619.0; 90.907; -0.02788; 1000.0; 0.0; -330.9
2622.0; 91.020; -0.02774; 1000.0; 0.0; -330.3
2625.0; 91.133; -0.02750; 1000.0; 0.0; -328.6
2628.0; 91.247; -0.02722; 1000.0; 0.0; -326.5
